"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"993","WBGene00020063","R13D11.10","Unassigned","Unassigned","Unassigned","R13D11.10 is enriched in dopaminergic neurons and the hypodermis based on tiling array studies\; is affected by several genes including clk-1, nhr-25, and mir-34 based on microarray studies\; is affected by Tunicamycin, Quercetin, and allantoin based on microarray studies."
"994","WBGene00020070","R13H9.1","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: RMDN","rmd-6 is an ortholog of human RMDN2 and RMDN3\; is predicted to encode a protein with the following domain: Tetratricopeptide-like helical domain superfamily."
"995","WBGene00020071","R13H9.5","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase","R13H9.5 is an ortholog of human CTD-2116N17.1, TTBK1 (tau tubulin kinase 1), and TTBK2\; is predicted to have ATP binding activity and protein kinase activity."
"996","WBGene00020080","R52.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","math-37 is enriched in the AFD and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, glp-1, and hsf-1 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including hydrogen sulfide, methylmercuric chloride, and Tunicamycin based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: MATH\/TRAF domain and TRAF-like."
"997","WBGene00020228","T05A8.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T05A8.2 is enriched in the body wall musculature based on microarray studies\; is affected by several genes including sir-2.1, pgl-1, and lin-15B based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride, multi-walled carbon nanotube, and Sirolimus based on microarray and RNA-seq studies."
"998","WBGene00020271","T05H4.8","Pseudogene","Pseudogene","Pseudogene","T05H4.8 is affected by set-25, met-2, and eat-2 based on RNA-seq and microarray studies\; is affected by Ethanol and Microcystin-LR based on RNA-seq and microarray studies."
"999","WBGene00020291","T06D4.2","Unassigned","Unassigned","Unassigned","T06D4.2 is enriched in the NSM based on tiling array studies\; is affected by several genes including pgl-1, glh-1, and hda-1 based on microarray and RNA-seq studies\; is affected by adsorbable organic bromine compound based on microarray studies."
"1000","WBGene00020305","T07D3.2","Unassigned","Unassigned","Unassigned","T07D3.2 is affected by several genes including age-1, daf-12, and clk-1 based on microarray and tiling array studies\; is affected by Cadmium based on microarray studies\; is predicted to encode a protein with the following domain: PAN-3 domain."
"1001","WBGene00020328","T07H3.5","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-20 is an ortholog of human CLEC3A (C-type lectin domain family 3 member A) and CLEC3B (C-type lectin domain family 3 member B)\; is predicted to have carbohydrate binding activity."
"1002","WBGene00020338","T08A9.6","Pseudogene","Pseudogene","Pseudogene","T08A9.6 is enriched in the excretory cell and the germ line based on tiling array and RNA-seq studies\; is affected by several genes including clk-1, npr-1, and pgl-1 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Lithium Chloride, Zidovudine, and Diazinon based on microarray and RNA-seq studies."
"1003","WBGene00020354","T08B6.5","Unassigned","Unassigned","Unassigned","sgnh-1 is predicted to have RNA binding activity."
"1004","WBGene00020362","T08E11.6","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-10 is affected by several genes including daf-2, pgl-1, and lin-28 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Rotenone, Mianserin, and multi-walled carbon nanotube based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"1005","WBGene00020364","T08E11.8","Pseudogene","Pseudogene","Pseudogene","T08E11.8 is affected by several genes including daf-16, daf-2, and hsf-1 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride, multi-walled carbon nanotube, and adsorbable organic bromine compound based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"1006","WBGene00020370","T08H10.3","Unassigned","Unassigned","Unassigned: membrane spanning domain","T08H10.3 is enriched in the NSM, the amphid sheath cell, and the male based on tiling array and RNA-seq studies\; is affected by several genes including eat-2, npr-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by seven chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"1007","WBGene00020371","T08H10.4","Pseudogene","Pseudogene","Pseudogene","oac-60 is affected by several genes including pgl-1, csr-1, and glh-1 based on microarray and RNA-seq studies\; is affected by Atrazine based on microarray studies."
"1008","WBGene00020386","T09H2.1","Stress response","Stress response: detoxification","Stress response: detoxification: CYP","cyp-34A4 is an ortholog of human CYP21A2 (cytochrome P450 family 21 subfamily A member 2) and members of the human CYP2 (Cytochrome P450 family 2) gene family including CYP2R1, CYP2U1, and CYP2J2\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; human orthologs of this gene are implicated in congenital adrenal hyperplasia."
"1009","WBGene00020409","T10D4.7","Unassigned","Unassigned","Unassigned","T10D4.7 is enriched in the male based on RNA-seq and microarray studies\; is affected by several genes including clk-1, sir-2.1, and hpl-2 based on microarray, tiling array, and RNA-seq studies\; is affected by D-glucose and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"1010","WBGene00020410","T10D4.11","Unassigned","Unassigned","Unassigned","T10D4.11 is affected by sir-2.1, tdp-1, and let-60 based on microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"1011","WBGene00020414","T10E9.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T10E9.4 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including daf-2, let-7, and dpy-10 based on microarray, RNA-seq, and proteomic studies\; is affected by eighteen chemicals including Ethanol, methylmercury hydroxide, and 1-methylnicotinamide based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DX."
"1012","WBGene00020431","T11F1.7","Unassigned","Unassigned","Unassigned: receptor L domain","irld-50 is affected by several genes including elt-2, sir-2.1, and drh-3 based on microarray, tiling array, and RNA-seq studies\; is affected by tryptophan based on microarray studies\; is predicted to encode a protein with the following domain: Receptor L-domain."
"1013","WBGene00020432","T11F1.8","Pseudogene","Pseudogene","Pseudogene","hpa-2 is affected by clk-1 based on microarray studies\; is predicted to encode a protein with the following domains: Receptor L-domain and Receptor L-domain superfamily."
"1014","WBGene00020433","T11F8.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T11F8.1 is enriched in the AFD, the germ line, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including glp-1, skn-1, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including hydrogen sulfide, Rotenone, and resveratrol based on microarray and RNA-seq studies."
"1015","WBGene00020438","T12A2.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","T12A2.3 is enriched in the muscular system and the nervous system based on Chronogram studies\; is affected by several genes including glp-1, skn-1, and eri-1 based on microarray, tiling array, and RNA-seq studies\; is affected by ten chemicals including hydrogen sulfide, methylmercuric chloride, and Rotenone based on microarray and RNA-seq studies."
"1016","WBGene00020439","T12A2.5","Pseudogene","Pseudogene","Pseudogene","T12A2.5 is an ortholog of human BCAS2 (BCAS2, pre-mRNA processing factor)\; is predicted to encode a protein with the following domain: Pre-mRNA-splicing factor SPF27."
"1017","WBGene00020454","T12B5.7","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-56 is affected by drh-3 based on RNA-seq studies\; is affected by Cadmium based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"1018","WBGene00020459","T12B5.13","Pseudogene","Pseudogene","Pseudogene","fbxa-23 is affected by several genes including age-1, lin-4, and lin-14 based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"1019","WBGene00020525","T15B7.13","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor:  dmsr","dmsr-15 is predicted to have G protein-coupled peptide receptor activity."
"1020","WBGene00020535","T16A1.4","Unassigned","Unassigned","Unassigned","T16A1.4 is enriched in dopaminergic neurons based on tiling array studies\; is affected by several genes including clk-1, eat-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by Sirolimus based on microarray studies."
"1021","WBGene00020539","T16D1.1","Unassigned","Unassigned","Unassigned","T16D1.1 is enriched in the male based on RNA-seq studies\; is affected by several genes including age-1, sir-2.1, and hpl-2 based on microarray, tiling array, and RNA-seq studies\; is affected by Tunicamycin based on microarray studies."
"1022","WBGene00020541","T17A3.3","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-81 is affected by several genes including clk-1, sir-2.1, and mpk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including multi-walled carbon nanotube, stavudine, and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"1023","WBGene00020542","T17A3.4","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-82 is enriched in the NSM based on tiling array studies\; is affected by several genes including clk-1, mpk-1, and hda-1 based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, Alovudine, and stavudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"1024","WBGene00020543","T17A3.6","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-83 is enriched in the BAG based on tiling array studies\; is affected by several genes including glp-1, skn-1, and daf-12 based on microarray and RNA-seq studies\; is affected by four chemicals including Mercuric Chloride, multi-walled carbon nanotube, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"1025","WBGene00020574","T19D7.6","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","T19D7.6 is enriched in dopaminergic neurons, the ASER, the OLL, the PVD, and the intestine based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by nine chemicals including diallyl trisulfide, levamisole, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Leucine-rich repeat domain superfamily."
"1026","WBGene00020603","T20B12.5","Unassigned","Unassigned","Unassigned","T20B12.5 is enriched in the nervous system and the retrovesicular ganglion based on microarray studies\; is affected by rsr-2, sir-2.1, and eat-2 based on tiling array and microarray studies\; is affected by Sirolimus based on microarray studies."
"1027","WBGene00020655","T21E12.3","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","T21E12.3 is an ortholog of human CFI, TPSB2, and GZMA (granzyme A) and members of the human PRSS (Serine proteases) gene family including TMPRSS11F, TPSG1, and PRSS48\; is predicted to have serine-type endopeptidase activity."
"1028","WBGene00020669","T22B2.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T22B2.5 is affected by several genes including pgl-1, glh-1, and hpl-2 based on RNA-seq studies\; is affected by resveratrol, dafa#1, and allantoin based on microarray studies."
"1029","WBGene00020675","T22B11.1","Unassigned","Unassigned","Unassigned","T22B11.1 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-16, clk-1, and eat-2 based on tiling array, RNA-seq, and microarray studies\; is affected by four chemicals including manganese chloride, Colistin, and allantoin based on RNA-seq and microarray studies."
"1030","WBGene00020711","T23B3.3","Pseudogene","Pseudogene","Pseudogene","rmd-5 is an ortholog of human RMDN2 and RMDN3."
"1031","WBGene00020760","T24C4.4","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","T24C4.4 is involved in innate immune response."
"1032","WBGene00020793","T25D1.1","Unassigned","Unassigned","Unassigned","T25D1.1 is affected by cyc-1 and spr-5 based on microarray studies\; is affected by Chlorpyrifos based on microarray studies."
"1033","WBGene00020828","T26C11.2","Unassigned","Unassigned","Unassigned","T26C11.2 is affected by several genes including rrf-3, hpl-2, and mut-2 based on RNA-seq and microarray studies\; is affected by Chlorpyrifos and Diazinon based on microarray studies."
"1034","WBGene00020840","T27A3.4","Development","Development: germline","Development: germline","spch-3 localizes to the nuclear chromatin\; is expressed in the sperm."
"1035","WBGene00020871","T28A11.4","Unassigned","Unassigned","Unassigned","T28A11.4 is enriched in dopaminergic neurons, the muscle cell, and the ventral nerve cord based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-12, and sir-2.1 based on tiling array, RNA-seq, and microarray studies\; is affected by copper sulfate and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"1036","WBGene00020940","W02D7.4","Unassigned","Unassigned","Unassigned","W02D7.4 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including daf-2, age-1, and hsf-1 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including methylmercuric chloride, Tunicamycin, and manganese chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Acyl-CoA N-acyltransferase."
"1037","WBGene00020946","W02D7.11","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","W02D7.11 is enriched in GABAergic neurons, dopaminergic neurons, the OLL, and the PVD based on tiling array studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by Tunicamycin, Zidovudine, and Sodium Chloride based on microarray and RNA-seq studies."
"1038","WBGene00020962","W02H5.8","Metabolism","Metabolism: lipid","Metabolism: lipid: glycerolipid ","W02H5.8 is an ortholog of human TKFC\; is predicted to have ATP binding activity and glycerone kinase activity\; is expressed in the intestine."
"1039","WBGene00020974","W03B1.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","W03B1.5 is affected by several genes including pgl-1, isp-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by eight chemicals including hydrogen sulfide, multi-walled carbon nanotube, and Sodium Chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Leucine-rich repeat domain superfamily."
"1040","WBGene00020976","W03B1.7","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-51 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"1041","WBGene00020978","W03B1.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","W03B1.9 is enriched in the male based on RNA-seq studies\; is affected by several genes including pgl-1, csr-1, and glh-1 based on RNA-seq studies\; is affected by methylmercuric chloride and Sodium Chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Leucine-rich repeat domain superfamily."
"1042","WBGene00020979","W03D2.2","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-55 is affected by several genes including clk-1, sir-2.1, and drh-3 based on microarray and RNA-seq studies\; is affected by Diazinon based on microarray studies."
"1043","WBGene00020982","W03D2.7","Proteolysis general","Proteolysis general: lysozyme","Proteolysis general: lysozyme","ilys-6 is predicted to have lysozyme activity\; is expressed in the coelomocyte, the intestine, and the pharyngeal gland cell."
"1044","WBGene00021006","W03F11.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","dct-9 is enriched in GABAergic neurons, the germ line, and the male based on proteomic and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and dpy-10 based on microarray, RNA-seq, and tiling array studies\; is affected by eleven chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"1045","WBGene00021007","W03F11.4","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","W03F11.4 is an ortholog of human PTPRF (protein tyrosine phosphatase, receptor type F)\; is predicted to have protein tyrosine phosphatase activity."
"1046","WBGene00021067","W06H8.4","Pseudogene","Pseudogene","Pseudogene","W06H8.4 is affected by several genes including daf-2, pgl-1, and fbf-1 based on RNA-seq studies\; is affected by multi-walled carbon nanotube and Atrazine based on RNA-seq and microarray studies."
"1047","WBGene00021090","W08E12.9","Unassigned","Unassigned","Unassigned","W08E12.9 is enriched in the male based on microarray studies\; is affected by several genes including rrf-3, sir-2.1, and drh-3 based on RNA-seq and microarray studies\; is affected by methylmercuric chloride based on microarray studies."
"1048","WBGene00021096","W08F4.7","Unassigned","Unassigned","Unassigned","W08F4.7 is enriched in the male based on RNA-seq studies\; is affected by several genes including clk-1, csr-1, and mut-2 based on microarray and RNA-seq studies\; is affected by D-glucose and adsorbable organic bromine compound based on RNA-seq and microarray studies."
"1049","WBGene00021106","W09B7.1","Unassigned","Unassigned","Unassigned","W09B7.1 is expressed in the intestinal cell."
"1050","WBGene00021110","W09C3.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","W09C3.2 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-2, hsf-1, and clk-1 based on microarray, RNA-seq, and tiling array studies\; is affected by nine chemicals including aldicarb, hydrogen sulfide, and methylmercuric chloride based on microarray and RNA-seq studies."
"1051","WBGene00021113","W09C3.6","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned","gsp-3 is an ortholog of human PPP1CB (protein phosphatase 1 catalytic subunit beta)\; is predicted to have metal ion binding activity and phosphoprotein phosphatase activity\; is involved in several processes, including flagellated sperm motility, male meiosis chromosome segregation, and oviposition\; localizes to the cytoplasm, nuclear chromatin, and pseudopodium\; is expressed in the sperm."
"1052","WBGene00021114","W09C3.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","W09C3.7 is enriched in the germ line, the hypodermis, and the male based on RNA-seq studies\; is affected by several genes including hsf-1, clk-1, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including Ethanol, manganese chloride, and Zidovudine based on RNA-seq and microarray studies."
"1053","WBGene00021122","W09G12.8","Unassigned","Unassigned","Unassigned","W09G12.8 is affected by several genes including clk-1, pgl-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by Mercuric Chloride and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domains: Peptide N glycanase, PAW domain and Galactose-binding-like domain superfamily."
"1054","WBGene00021129","W10D9.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","W10D9.1 is enriched in the pharynx based on microarray studies\; is affected by several genes including clk-1, pgl-1, and csr-1 based on RNA-seq and microarray studies."
"1055","WBGene00021139","W10G11.6","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-128 is predicted to have carbohydrate binding activity."
"1056","WBGene00021140","W10G11.7","Pseudogene","Pseudogene","Pseudogene","clec-131 is affected by cyc-1 and rsr-2 based on microarray and tiling array studies\; is affected by fluoranthene based on microarray studies."
"1057","WBGene00021141","W10G11.11","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-134 is predicted to have carbohydrate binding activity."
"1058","WBGene00021142","W10G11.12","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-133 is predicted to have carbohydrate binding activity."
"1059","WBGene00021154","Y4C6A.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y4C6A.4 is enriched in the NSM based on tiling array studies\; is affected by several genes including let-60, let-7, and gld-1 based on microarray, tiling array, proteomic, and RNA-seq studies\; is affected by methylmercuric chloride, manganese chloride, and Colistin based on microarray and RNA-seq studies."
"1060","WBGene00021165","Y5H2B.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y5H2B.3 is enriched in the hypodermis and the pharyngeal muscle cell based on tiling array studies\; is affected by several genes including eat-2, sir-2.1, and sma-2 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including diallyl trisulfide, methylmercuric chloride, and Mercuric Chloride based on microarray and RNA-seq studies."
"1061","WBGene00021166","Y5H2B.4","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-42 is affected by rsr-2 and pgrn-1 based on tiling array and RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"1062","WBGene00021172","Y8A9A.3","Unassigned","Unassigned","Unassigned","Y8A9A.3 is enriched in the Z1.p, the Z4.a, the gon_male_dtc anterior, and the gon_male_dtc posterior based on RNA-seq studies\; is affected by several genes including elt-2, sir-2.1, and smg-2 based on tiling array, RNA-seq, and microarray studies."
"1063","WBGene00021173","Y8A9A.4","Unassigned","Unassigned","Unassigned","Y8A9A.4 is enriched in the NSM based on tiling array studies\; is affected by elt-2, elt-7, and sir-2.1 based on RNA-seq and microarray studies."
"1064","WBGene00021174","Y8A9A.5","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-99 is affected by several genes including sir-2.1, pgl-1, and glh-1 based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"1065","WBGene00021183","Y9C9A.16","Metabolism","Metabolism: unassigned","Metabolism: unassigned","Y9C9A.16 is an ortholog of human SQRDL\; is predicted to have oxidoreductase activity."
"1066","WBGene00021188","Y13C8A.1","Unassigned","Unassigned","Unassigned","Y13C8A.1 is affected by several genes including daf-16, sir-2.1, and pgl-1 based on microarray and RNA-seq studies\; is affected by resveratrol based on microarray studies."
"1067","WBGene00021197","Y17G9A.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y17G9A.4 is affected by several genes including skn-1, clk-1, and pmk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Rotenone, Tunicamycin, and multi-walled carbon nanotube based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF684."
"1068","WBGene00021199","Y17G9B.2","Unassigned","Unassigned","Unassigned","Y17G9B.2 is enriched in the ASER based on RNA-seq studies\; is affected by several genes including daf-2, clk-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by methylmercuric chloride, Mianserin, and adsorbable organic bromine compound based on microarray and RNA-seq studies."
"1069","WBGene00021221","Y19D10A.6","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","Y19D10A.6 is predicted to have metalloendopeptidase activity and zinc ion binding activity."
"1070","WBGene00021222","Y19D10A.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","irld-53 is enriched in the intestine and the nervous system based on RNA-seq and microarray studies\; is affected by several genes including daf-16, rrf-3, and daf-12 based on microarray, quantitative PCR, tiling array, and RNA-seq studies\; is affected by eight chemicals including Progesterone, Atrazine, and Chlorpyrifos based on microarray studies\; is predicted to encode a protein with the following domains: Receptor L-domain and Receptor L-domain superfamily."
"1071","WBGene00021228","Y19D10A.13","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: str","str-265 is affected by rsr-2 based on tiling array studies\; is affected by Atrazine based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"1072","WBGene00021243","Y22D7AL.3","Unassigned","Unassigned","Unassigned: membrane spanning domain","Y22D7AL.3 is enriched in the intestine based on microarray studies\; is affected by several genes including ain-1, cyc-1, and ain-2 based on microarray and tiling array studies."
"1073","WBGene00021251","Y22D7AL.13","Unassigned","Unassigned","Unassigned: membrane spanning domain","Y22D7AL.13 is affected by sir-2.1 based on microarray studies\; is affected by tetrabromobisphenol A based on microarray studies."
"1074","WBGene00021280","Y23H5B.9","Unassigned","Unassigned","Unassigned","nspd-8 is affected by nhr-114, sir-2.1, and spr-5 based on microarray studies\; is affected by five chemicals including Tunicamycin, resveratrol, and Acrylamide based on microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF780, Caenorhabditis species."
"1075","WBGene00021293","Y25C1A.6","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y25C1A.6 is affected by several genes including clk-1, sir-2.1, and alg-1 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including hydrogen sulfide, methylmercuric chloride, and Alovudine based on microarray and RNA-seq studies."
"1076","WBGene00021302","Y32G9A.3","Unassigned","Unassigned","Unassigned","Y32G9A.3 is enriched in the male based on RNA-seq studies\; is affected by several genes including clk-1, hpl-2, and smg-2 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride and Colistin based on microarray studies."
"1077","WBGene00021303","Y32G9A.5","Unassigned","Unassigned","Unassigned","Y32G9A.5 is enriched in the amphid sheath cell based on RNA-seq studies\; is affected by several genes including daf-2, pgl-1, and isp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by Chlorpyrifos based on microarray studies."
"1078","WBGene00021381","Y37E11B.10","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y37E11B.10 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including daf-2, age-1, and dpy-10 based on microarray and RNA-seq studies\; is affected by sixteen chemicals including hydrogen sulfide, Ethanol, and methylmercury hydroxide based on microarray and RNA-seq studies."
"1079","WBGene00021496","Y40C5A.3","Unassigned","Unassigned","Unassigned","Y40C5A.3 is enriched in the intestine based on microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by Zidovudine and Sirolimus based on RNA-seq and microarray studies."
"1080","WBGene00021557","Y45G5AM.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y45G5AM.5 is enriched in the hypodermis and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including pgl-1, lin-15B, and sma-2 based on microarray, tiling array, and RNA-seq studies\; is affected by ten chemicals including hydrogen sulfide, methylmercuric chloride, and Rotenone based on microarray and RNA-seq studies."
"1081","WBGene00021569","Y45G12C.6","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y45G12C.6 is affected by several genes including clk-1, lin-15B, and cyc-1 based on microarray and RNA-seq studies\; is affected by Atrazine based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"1082","WBGene00021571","Y45G12C.8","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-81 is affected by rsr-2, pgrn-1, and clk-1 based on tiling array, RNA-seq, and microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"1083","WBGene00021572","Y45G12C.9","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srd","srd-72 is affected by several genes including sir-2.1, pgl-1, and lin-15B based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class d (Srd)."
"1084","WBGene00021573","Y45G12C.10","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","Y45G12C.10 is expressed in the intestine, the nervous system, the pharyngeal-intestinal valve, and the rectal gland cell\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"1085","WBGene00021578","Y46B2A.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y46B2A.3 is an ortholog of human MUC1 (mucin 1, cell surface associated) and VMO1\; human MUC1 exhibits RNA polymerase II proximal promoter sequence-specific DNA binding activity, p53 binding activity, and transcription coregulator activity."
"1086","WBGene00021592","Y46E12A.2","Unassigned","Unassigned","Unassigned","Y46E12A.2 is affected by several genes including clk-1, dpy-7, and cyc-1 based on microarray and RNA-seq studies\; is affected by methylmercuric chloride, Tunicamycin, and Sodium Chloride based on microarray and RNA-seq studies."
"1087","WBGene00021608","Y46H3D.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y46H3D.1 is affected by several genes including daf-2, dpy-10, and eat-2 based on microarray and RNA-seq studies\; is affected by six chemicals including methylmercuric chloride, multi-walled carbon nanotube, and D-glucose based on microarray and RNA-seq studies."
