source,term_name,term_id,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:MF,small molecule binding,GO:0036094,1,0,1298,417,22,9802,"WBGENE00000189,WBGENE00004026,WBGENE00006416,WBGENE00007977,WBGENE00008464,WBGENE00008883,WBGENE00010692,WBGENE00012010,WBGENE00012207,WBGENE00012785,WBGENE00012792,WBGENE00013801,WBGENE00013811,WBGENE00016541,WBGENE00017050,WBGENE00018178,WBGENE00019086,WBGENE00019190,WBGENE00019406,WBGENE00019814,WBGENE00020071,WBGENE00022707"
GO:MF,signaling receptor activity,GO:0038023,1,0,639,417,10,9802,"WBGENE00008552,WBGENE00008637,WBGENE00010802,WBGENE00011518,WBGENE00012575,WBGENE00016222,WBGENE00017845,WBGENE00018180,WBGENE00020525,WBGENE00021573"
GO:MF,histone methyltransferase activity,GO:0042054,1,0,10,417,2,9802,"WBGENE00008367,WBGENE00012302"
GO:MF,peptide binding,GO:0042277,1,0,21,417,1,9802,WBGENE00009313
GO:MF,phosphoric ester hydrolase activity,GO:0042578,1,0,249,417,16,9802,"WBGENE00000213,WBGENE00007699,WBGENE00009605,WBGENE00010876,WBGENE00010992,WBGENE00011929,WBGENE00012173,WBGENE00013810,WBGENE00015106,WBGENE00015331,WBGENE00016398,WBGENE00018525,WBGENE00020116,WBGENE00020680,WBGENE00021007,WBGENE00022753"
GO:MF,ribonucleotide binding,GO:0032553,1,0,1050,417,20,9802,"WBGENE00000189,WBGENE00006416,WBGENE00007977,WBGENE00008464,WBGENE00008883,WBGENE00010692,WBGENE00012010,WBGENE00012207,WBGENE00012785,WBGENE00012792,WBGENE00013801,WBGENE00013811,WBGENE00016541,WBGENE00017050,WBGENE00018178,WBGENE00019086,WBGENE00019190,WBGENE00019814,WBGENE00020071,WBGENE00022707"
GO:MF,identical protein binding,GO:0042802,1,0,19,417,1,9802,WBGENE00018808
GO:MF,macromolecule transmembrane transporter activity,GO:0022884,1,0,7,417,1,9802,WBGENE00009313
GO:MF,active transmembrane transporter activity,GO:0022804,1,0,170,417,1,9802,WBGENE00012787
GO:MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,1,0,79,417,1,9802,WBGENE00020982
GO:MF,"hydrolase activity, acting on acid anhydrides",GO:0016817,1,0,330,417,2,9802,"WBGENE00000189,WBGENE00008090"
GO:MF,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",GO:0016818,1,0,330,417,2,9802,"WBGENE00000189,WBGENE00008090"
GO:MF,lyase activity,GO:0016829,1,0,96,417,2,9802,"WBGENE00000266,WBGENE00007438"
GO:MF,carbon-oxygen lyase activity,GO:0016835,1,0,24,417,1,9802,WBGENE00000266
GO:MF,hydro-lyase activity,GO:0016836,1,0,23,417,1,9802,WBGENE00000266
GO:MF,carbon-nitrogen lyase activity,GO:0016840,1,0,9,417,1,9802,WBGENE00007438
GO:MF,amine-lyase activity,GO:0016843,1,0,3,417,1,9802,WBGENE00007438
GO:MF,strictosidine synthase activity,GO:0016844,1,0,3,417,1,9802,WBGENE00007438
GO:MF,isomerase activity,GO:0016853,1,0,92,417,5,9802,"WBGENE00000882,WBGENE00001428,WBGENE00011420,WBGENE00014128,WBGENE00044734"
GO:MF,racemase and epimerase activity,GO:0016854,1,0,9,417,2,9802,"WBGENE00014128,WBGENE00044734"
GO:MF,"racemase and epimerase activity, acting on carbohydrates and derivatives",GO:0016857,1,0,6,417,1,9802,WBGENE00044734
GO:MF,cis-trans isomerase activity,GO:0016859,1,0,31,417,2,9802,"WBGENE00000882,WBGENE00001428"
GO:MF,ligase activity,GO:0016874,1,0,103,417,1,9802,WBGENE00022582
GO:MF,transmembrane transporter activity,GO:0022857,1,0,789,417,6,9802,"WBGENE00000002,WBGENE00008186,WBGENE00009313,WBGENE00012402,WBGENE00012787,WBGENE00022582"
GO:MF,ATP hydrolysis activity,GO:0016887,1,0,158,417,1,9802,WBGENE00008090
GO:MF,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",GO:0016893,1,0,15,417,1,9802,WBGENE00022888
GO:MF,myosin phosphatase activity,GO:0017018,1,0,28,417,2,9802,"WBGENE00007699,WBGENE00016398"
GO:MF,snRNA binding,GO:0017069,1,0,45,417,3,9802,"WBGENE00014266,WBGENE00014291,WBGENE00235247"
GO:MF,U6 snRNA binding,GO:0017070,1,0,7,417,1,9802,WBGENE00014291
GO:MF,purine nucleotide binding,GO:0017076,1,0,1097,417,20,9802,"WBGENE00000189,WBGENE00006416,WBGENE00007977,WBGENE00008464,WBGENE00008883,WBGENE00010692,WBGENE00012010,WBGENE00012207,WBGENE00012785,WBGENE00012792,WBGENE00013801,WBGENE00013811,WBGENE00016541,WBGENE00017050,WBGENE00018178,WBGENE00019086,WBGENE00019190,WBGENE00019814,WBGENE00020071,WBGENE00022707"
GO:MF,ribonucleoside triphosphate phosphatase activity,GO:0017111,1,0,301,417,2,9802,"WBGENE00000189,WBGENE00008090"
GO:MF,serine hydrolase activity,GO:0017171,1,0,60,417,2,9802,"WBGENE00018496,WBGENE00020655"
GO:MF,guanyl nucleotide binding,GO:0019001,1,0,173,417,1,9802,WBGENE00000189
GO:MF,ubiquitin-like protein peptidase activity,GO:0019783,1,0,34,417,1,9802,WBGENE00019190
GO:MF,ubiquitin-like protein transferase activity,GO:0019787,1,0,88,417,1,9802,WBGENE00011342
GO:MF,vitamin binding,GO:0019842,1,0,59,417,1,9802,WBGENE00004026
GO:MF,protein domain specific binding,GO:0019904,1,0,12,417,1,9802,WBGENE00010254
GO:MF,heme binding,GO:0020037,1,0,148,417,4,9802,"WBGENE00016686,WBGENE00019470,WBGENE00019613,WBGENE00020386"
GO:MF,passive transmembrane transporter activity,GO:0022803,1,0,320,417,2,9802,"WBGENE00008186,WBGENE00022582"
GO:MF,"RNA endonuclease activity, producing 5'-phosphomonoesters",GO:0016891,1,0,14,417,1,9802,WBGENE00022888
GO:MF,ion binding,GO:0043167,1,0,2346,417,50,9802,"WBGENE00000189,WBGENE00001062,WBGENE00001500,WBGENE00003536,WBGENE00003542,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004932,WBGENE00006416,WBGENE00006471,WBGENE00007401,WBGENE00007977,WBGENE00008158,WBGENE00008464,WBGENE00008883,WBGENE00009077,WBGENE00010692,WBGENE00011342,WBGENE00012010,WBGENE00012207,WBGENE00012516,WBGENE00012785,WBGENE00012792,WBGENE00013045,WBGENE00013797,WBGENE00013801,WBGENE00013811,WBGENE00016288,WBGENE00016541,WBGENE00016686,WBGENE00016777,WBGENE00017050,WBGENE00017743,WBGENE00018000,WBGENE00018135,WBGENE00018178,WBGENE00018385,WBGENE00019086,WBGENE00019190,WBGENE00019406,WBGENE00019470,WBGENE00019814,WBGENE00020071,WBGENE00020386,WBGENE00021221,WBGENE00022707,WBGENE00022795"
GO:MF,anion binding,GO:0043168,1,0,1191,417,22,9802,"WBGENE00000189,WBGENE00004026,WBGENE00006416,WBGENE00007977,WBGENE00008464,WBGENE00008883,WBGENE00010692,WBGENE00012010,WBGENE00012207,WBGENE00012785,WBGENE00012792,WBGENE00013801,WBGENE00013811,WBGENE00016541,WBGENE00017050,WBGENE00018178,WBGENE00019086,WBGENE00019190,WBGENE00019406,WBGENE00019814,WBGENE00020071,WBGENE00022707"
GO:MF,cation binding,GO:0043169,1,0,1239,417,29,9802,"WBGENE00001062,WBGENE00001500,WBGENE00003536,WBGENE00003542,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004932,WBGENE00006471,WBGENE00007401,WBGENE00008158,WBGENE00009077,WBGENE00011342,WBGENE00012516,WBGENE00013045,WBGENE00013797,WBGENE00016288,WBGENE00016686,WBGENE00016777,WBGENE00017743,WBGENE00018000,WBGENE00018135,WBGENE00018385,WBGENE00019470,WBGENE00020386,WBGENE00021221,WBGENE00022795"
GO:MF,protein transporter activity,GO:0140318,1,0,5,417,1,9802,WBGENE00009313
GO:MF,"catalytic activity, acting on a nucleic acid",GO:0140640,1,0,320,417,1,9802,WBGENE00022888
GO:MF,ATP-dependent activity,GO:0140657,1,0,338,417,2,9802,"WBGENE00008090,WBGENE00018496"
GO:MF,molecular function activator activity,GO:0140677,1,0,94,417,1,9802,WBGENE00002114
GO:MF,molecular function inhibitor activity,GO:0140678,1,0,99,417,1,9802,WBGENE00019646
GO:MF,histone H3 methyltransferase activity,GO:0140938,1,0,7,417,2,9802,"WBGENE00008367,WBGENE00012302"
GO:MF,histone H3K79 trimethyltransferase activity,GO:0140956,1,0,1,417,1,9802,WBGENE00008367
GO:MF,histone modifying activity,GO:0140993,1,0,44,417,2,9802,"WBGENE00008367,WBGENE00012302"
GO:MF,nucleoside phosphate binding,GO:1901265,1,0,1200,417,21,9802,"WBGENE00000189,WBGENE00006416,WBGENE00007977,WBGENE00008464,WBGENE00008883,WBGENE00010692,WBGENE00012010,WBGENE00012207,WBGENE00012785,WBGENE00012792,WBGENE00013801,WBGENE00013811,WBGENE00016541,WBGENE00017050,WBGENE00018178,WBGENE00019086,WBGENE00019190,WBGENE00019406,WBGENE00019814,WBGENE00020071,WBGENE00022707"
GO:MF,sulfur compound binding,GO:1901681,1,0,25,417,1,9802,WBGENE00001500
GO:MF,salt transmembrane transporter activity,GO:1901702,1,0,207,417,1,9802,WBGENE00008186
GO:MF,sequence-specific double-stranded DNA binding,GO:1990837,1,0,56,417,7,9802,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006558,WBGENE00006559,WBGENE00022000,WBGENE00022795"
GO:MF,DNA-binding transcription factor binding,GO:0140297,1,0,3,417,1,9802,WBGENE00017651
GO:MF,transcription regulator activity,GO:0140110,1,0,517,417,16,9802,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006558,WBGENE00006559,WBGENE00006560,WBGENE00008158,WBGENE00016777,WBGENE00022000,WBGENE00022795"
GO:MF,"catalytic activity, acting on a glycoprotein",GO:0140103,1,0,14,417,2,9802,"WBGENE00008471,WBGENE00010162"
GO:MF,"catalytic activity, acting on RNA",GO:0140098,1,0,207,417,1,9802,WBGENE00022888
GO:MF,organic acid binding,GO:0043177,1,0,13,417,1,9802,WBGENE00004026
GO:MF,protein-membrane adaptor activity,GO:0043495,1,0,1,417,1,9802,WBGENE00004507
GO:MF,sequence-specific DNA binding,GO:0043565,1,0,397,417,15,9802,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006558,WBGENE00006559,WBGENE00008158,WBGENE00016777,WBGENE00022000,WBGENE00022795"
GO:MF,protein-containing complex binding,GO:0044877,1,0,103,417,1,9802,WBGENE00018135
GO:MF,pre-mRNA branch point binding,GO:0045131,1,0,32,417,1,9802,WBGENE00014322
GO:MF,metal ion binding,GO:0046872,1,0,1219,417,29,9802,"WBGENE00001062,WBGENE00001500,WBGENE00003536,WBGENE00003542,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004932,WBGENE00006471,WBGENE00007401,WBGENE00008158,WBGENE00009077,WBGENE00011342,WBGENE00012516,WBGENE00013045,WBGENE00013797,WBGENE00016288,WBGENE00016686,WBGENE00016777,WBGENE00017743,WBGENE00018000,WBGENE00018135,WBGENE00018385,WBGENE00019470,WBGENE00020386,WBGENE00021221,WBGENE00022795"
GO:MF,tetrapyrrole binding,GO:0046906,1,0,150,417,4,9802,"WBGENE00016686,WBGENE00019470,WBGENE00019613,WBGENE00020386"
GO:MF,transition metal ion binding,GO:0046914,1,0,680,417,18,9802,"WBGENE00001062,WBGENE00001500,WBGENE00003536,WBGENE00003542,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00006471,WBGENE00008158,WBGENE00012516,WBGENE00016686,WBGENE00016777,WBGENE00018385,WBGENE00019470,WBGENE00020386,WBGENE00021221"
GO:MF,alpha-(1->3)-fucosyltransferase activity,GO:0046920,1,0,10,417,1,9802,WBGENE00018754
GO:MF,"proton-transporting ATP synthase activity, rotational mechanism",GO:0046933,1,0,10,417,1,9802,WBGENE00022582
GO:MF,protein heterodimerization activity,GO:0046982,1,0,96,417,5,9802,"WBGENE00001883,WBGENE00001907,WBGENE00001931,WBGENE00001932,WBGENE00001944"
GO:MF,protein dimerization activity,GO:0046983,1,0,161,417,6,9802,"WBGENE00001883,WBGENE00001907,WBGENE00001931,WBGENE00001932,WBGENE00001944,WBGENE00001967"
GO:MF,chondroitin 4-sulfotransferase activity,GO:0047756,1,0,28,417,5,9802,"WBGENE00008908,WBGENE00010165,WBGENE00011778,WBGENE00016284,WBGENE00018630"
GO:MF,receptor ligand activity,GO:0048018,1,0,45,417,1,9802,WBGENE00002114
GO:MF,monosaccharide binding,GO:0048029,1,0,13,417,1,9802,WBGENE00004026
GO:MF,"beta-1,3-galactosyltransferase activity",GO:0048531,1,0,10,417,2,9802,"WBGENE00008471,WBGENE00010162"
GO:MF,flavin adenine dinucleotide binding,GO:0050660,1,0,70,417,1,9802,WBGENE00019406
GO:MF,"catalytic activity, acting on a protein",GO:0140096,1,0,1212,417,55,9802,"WBGENE00000039,WBGENE00000776,WBGENE00000786,WBGENE00000788,WBGENE00000882,WBGENE00001428,WBGENE00003536,WBGENE00003542,WBGENE00007699,WBGENE00007977,WBGENE00008367,WBGENE00008464,WBGENE00008471,WBGENE00008883,WBGENE00009605,WBGENE00009695,WBGENE00010162,WBGENE00010692,WBGENE00010876,WBGENE00010992,WBGENE00011342,WBGENE00012010,WBGENE00012173,WBGENE00012207,WBGENE00012233,WBGENE00012302,WBGENE00012785,WBGENE00012792,WBGENE00013072,WBGENE00013184,WBGENE00013801,WBGENE00013810,WBGENE00013811,WBGENE00015106,WBGENE00015331,WBGENE00016306,WBGENE00016398,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00018135,WBGENE00018178,WBGENE00018496,WBGENE00018525,WBGENE00019086,WBGENE00019190,WBGENE00019562,WBGENE00019814,WBGENE00020071,WBGENE00020116,WBGENE00020655,WBGENE00021007,WBGENE00021221,WBGENE00022707,WBGENE00022753"
GO:MF,deubiquitinase activity,GO:0101005,1,0,33,417,1,9802,WBGENE00019190
GO:MF,molecular function regulator activity,GO:0098772,1,0,294,417,2,9802,"WBGENE00002114,WBGENE00019646"
GO:MF,carbohydrate derivative binding,GO:0097367,1,0,1118,417,27,9802,"WBGENE00000189,WBGENE00004156,WBGENE00006416,WBGENE00007977,WBGENE00008464,WBGENE00008883,WBGENE00009748,WBGENE00010692,WBGENE00011159,WBGENE00012010,WBGENE00012207,WBGENE00012785,WBGENE00012792,WBGENE00013801,WBGENE00013811,WBGENE00014162,WBGENE00016541,WBGENE00017050,WBGENE00018178,WBGENE00018649,WBGENE00018650,WBGENE00019086,WBGENE00019190,WBGENE00019814,WBGENE00020071,WBGENE00022707,WBGENE00206478"
GO:MF,proteasome binding,GO:0070628,1,0,5,417,1,9802,WBGENE00018135
GO:MF,peptidoglycan muralytic activity,GO:0061783,1,0,15,417,1,9802,WBGENE00020982
GO:MF,phosphatase activity,GO:0016791,1,0,215,417,13,9802,"WBGENE00007699,WBGENE00009605,WBGENE00010876,WBGENE00010992,WBGENE00012173,WBGENE00013810,WBGENE00015106,WBGENE00015331,WBGENE00016398,WBGENE00018525,WBGENE00020116,WBGENE00021007,WBGENE00022753"
GO:MF,ubiquitin-like protein ligase activity,GO:0061659,1,0,59,417,1,9802,WBGENE00011342
GO:MF,RNA polymerase II-specific DNA-binding transcription factor binding,GO:0061629,1,0,2,417,1,9802,WBGENE00017651
GO:MF,endopeptidase regulator activity,GO:0061135,1,0,76,417,1,9802,WBGENE00019646
GO:MF,peptidase regulator activity,GO:0061134,1,0,86,417,1,9802,WBGENE00019646
GO:MF,molecular transducer activity,GO:0060089,1,0,639,417,10,9802,"WBGENE00008552,WBGENE00008637,WBGENE00010802,WBGENE00011518,WBGENE00012575,WBGENE00016222,WBGENE00017845,WBGENE00018180,WBGENE00020525,WBGENE00021573"
GO:MF,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",GO:0052890,1,0,13,417,1,9802,WBGENE00019406
GO:MF,carboxylic ester hydrolase activity,GO:0052689,1,0,49,417,1,9802,WBGENE00016288
GO:MF,ubiquitin protein ligase activity,GO:0061630,1,0,56,417,1,9802,WBGENE00011342
GO:MF,"hydrolase activity, acting on ester bonds",GO:0016788,1,0,441,417,20,9802,"WBGENE00000213,WBGENE00007699,WBGENE00009605,WBGENE00010876,WBGENE00010992,WBGENE00011929,WBGENE00012173,WBGENE00013050,WBGENE00013810,WBGENE00015106,WBGENE00015331,WBGENE00016288,WBGENE00016398,WBGENE00018525,WBGENE00019483,WBGENE00020116,WBGENE00020680,WBGENE00021007,WBGENE00022753,WBGENE00022888"
GO:MF,hydrolase activity,GO:0016787,1,0,1349,417,44,9802,"WBGENE00000039,WBGENE00000189,WBGENE00000213,WBGENE00000776,WBGENE00000786,WBGENE00000788,WBGENE00003536,WBGENE00003542,WBGENE00007438,WBGENE00007699,WBGENE00007753,WBGENE00008090,WBGENE00009605,WBGENE00009695,WBGENE00010876,WBGENE00010992,WBGENE00011929,WBGENE00012173,WBGENE00012233,WBGENE00013050,WBGENE00013072,WBGENE00013184,WBGENE00013810,WBGENE00015106,WBGENE00015331,WBGENE00016288,WBGENE00016306,WBGENE00016398,WBGENE00016778,WBGENE00018135,WBGENE00018496,WBGENE00018525,WBGENE00019190,WBGENE00019483,WBGENE00020116,WBGENE00020473,WBGENE00020655,WBGENE00020680,WBGENE00020982,WBGENE00021007,WBGENE00021113,WBGENE00021221,WBGENE00022753,WBGENE00022888"
GO:MF,sulfurtransferase activity,GO:0016783,1,0,14,417,2,9802,"WBGENE00017387,WBGENE00022007"
GO:MF,phospholipase A2 activity,GO:0004623,1,0,14,417,1,9802,WBGENE00016288
GO:MF,phospholipase C activity,GO:0004629,1,0,7,417,1,9802,WBGENE00020680
GO:MF,protein kinase activity,GO:0004672,1,0,426,417,19,9802,"WBGENE00007977,WBGENE00008464,WBGENE00008883,WBGENE00010692,WBGENE00012010,WBGENE00012207,WBGENE00012785,WBGENE00012792,WBGENE00013801,WBGENE00013811,WBGENE00016541,WBGENE00017050,WBGENE00018178,WBGENE00019086,WBGENE00019190,WBGENE00019562,WBGENE00019814,WBGENE00020071,WBGENE00022707"
GO:MF,protein serine/threonine kinase activity,GO:0004674,1,0,197,417,13,9802,"WBGENE00008464,WBGENE00008883,WBGENE00010692,WBGENE00012207,WBGENE00012792,WBGENE00016541,WBGENE00017050,WBGENE00018178,WBGENE00019086,WBGENE00019562,WBGENE00019814,WBGENE00020071,WBGENE00022707"
GO:MF,protein tyrosine kinase activity,GO:0004713,1,0,75,417,4,9802,"WBGENE00012010,WBGENE00012785,WBGENE00013801,WBGENE00013811"
GO:MF,non-membrane spanning protein tyrosine kinase activity,GO:0004715,1,0,30,417,4,9802,"WBGENE00012010,WBGENE00012785,WBGENE00013801,WBGENE00013811"
GO:MF,phosphoprotein phosphatase activity,GO:0004721,1,0,163,417,13,9802,"WBGENE00007699,WBGENE00009605,WBGENE00010876,WBGENE00010992,WBGENE00012173,WBGENE00013810,WBGENE00015106,WBGENE00015331,WBGENE00016398,WBGENE00018525,WBGENE00020116,WBGENE00021007,WBGENE00022753"
GO:MF,protein serine/threonine phosphatase activity,GO:0004722,1,0,52,417,3,9802,"WBGENE00007699,WBGENE00010992,WBGENE00016398"
GO:MF,protein tyrosine phosphatase activity,GO:0004725,1,0,95,417,10,9802,"WBGENE00009605,WBGENE00010876,WBGENE00012173,WBGENE00013810,WBGENE00015106,WBGENE00015331,WBGENE00018525,WBGENE00020116,WBGENE00021007,WBGENE00022753"
GO:MF,sphingomyelin phosphodiesterase activity,GO:0004767,1,0,4,417,1,9802,WBGENE00000213
GO:MF,superoxide dismutase activity,GO:0004784,1,0,2,417,1,9802,WBGENE00004932
GO:MF,ubiquitin-protein transferase activity,GO:0004842,1,0,78,417,1,9802,WBGENE00011342
GO:MF,cysteine-type deubiquitinase activity,GO:0004843,1,0,32,417,1,9802,WBGENE00019190
GO:MF,enzyme inhibitor activity,GO:0004857,1,0,95,417,1,9802,WBGENE00019646
GO:MF,phospholipase activity,GO:0004620,1,0,47,417,3,9802,"WBGENE00000213,WBGENE00016288,WBGENE00020680"
GO:MF,endopeptidase inhibitor activity,GO:0004866,1,0,75,417,1,9802,WBGENE00019646
GO:MF,transmembrane signaling receptor activity,GO:0004888,1,0,627,417,10,9802,"WBGENE00008552,WBGENE00008637,WBGENE00010802,WBGENE00011518,WBGENE00012575,WBGENE00016222,WBGENE00017845,WBGENE00018180,WBGENE00020525,WBGENE00021573"
GO:MF,G protein-coupled receptor activity,GO:0004930,1,0,404,417,10,9802,"WBGENE00008552,WBGENE00008637,WBGENE00010802,WBGENE00011518,WBGENE00012575,WBGENE00016222,WBGENE00017845,WBGENE00018180,WBGENE00020525,WBGENE00021573"
GO:MF,olfactory receptor activity,GO:0004984,1,0,19,417,4,9802,"WBGENE00008637,WBGENE00011518,WBGENE00012575,WBGENE00021573"
GO:MF,signal sequence binding,GO:0005048,1,0,8,417,1,9802,WBGENE00009313
GO:MF,signaling receptor binding,GO:0005102,1,0,79,417,4,9802,"WBGENE00002114,WBGENE00004507,WBGENE00013801,WBGENE00013811"
GO:MF,hormone activity,GO:0005179,1,0,32,417,1,9802,WBGENE00002114
GO:MF,transporter activity,GO:0005215,1,0,822,417,7,9802,"WBGENE00000002,WBGENE00006925,WBGENE00008186,WBGENE00009313,WBGENE00012402,WBGENE00012787,WBGENE00022582"
GO:MF,monoatomic ion channel activity,GO:0005216,1,0,305,417,2,9802,"WBGENE00008186,WBGENE00022582"
GO:MF,monoatomic anion channel activity,GO:0005253,1,0,36,417,1,9802,WBGENE00008186
GO:MF,chloride channel activity,GO:0005254,1,0,33,417,1,9802,WBGENE00008186
GO:MF,monoatomic cation channel activity,GO:0005261,1,0,162,417,1,9802,WBGENE00022582
GO:MF,lipid transporter activity,GO:0005319,1,0,33,417,1,9802,WBGENE00006925
GO:MF,binding,GO:0005488,1,0,6313,417,285,9802,"WBGENE00000189,WBGENE00000550,WBGENE00000778,WBGENE00001062,WBGENE00001387,WBGENE00001424,WBGENE00001500,WBGENE00001883,WBGENE00001907,WBGENE00001931,WBGENE00001932,WBGENE00001944,WBGENE00001967,WBGENE00002114,WBGENE00002260,WBGENE00003536,WBGENE00003542,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00003937,WBGENE00004026,WBGENE00004156,WBGENE00004507,WBGENE00004708,WBGENE00004716,WBGENE00004717,WBGENE00004750,WBGENE00004932,WBGENE00006316,WBGENE00006330,WBGENE00006333,WBGENE00006334,WBGENE00006338,WBGENE00006344,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006558,WBGENE00006559,WBGENE00007294,WBGENE00007401,WBGENE00007688,WBGENE00007796,WBGENE00007960,WBGENE00007977,WBGENE00008015,WBGENE00008104,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008556,WBGENE00008883,WBGENE00009077,WBGENE00009185,WBGENE00009313,WBGENE00009410,WBGENE00009415,WBGENE00009748,WBGENE00010105,WBGENE00010158,WBGENE00010254,WBGENE00010352,WBGENE00010376,WBGENE00010534,WBGENE00010692,WBGENE00010995,WBGENE00011159,WBGENE00011342,WBGENE00011346,WBGENE00011539,WBGENE00011621,WBGENE00012010,WBGENE00012038,WBGENE00012207,WBGENE00012238,WBGENE00012292,WBGENE00012516,WBGENE00012653,WBGENE00012785,WBGENE00012792,WBGENE00013010,WBGENE00013045,WBGENE00013797,WBGENE00013801,WBGENE00013811,WBGENE00013918,WBGENE00013948,WBGENE00014126,WBGENE00014147,WBGENE00014162,WBGENE00014266,WBGENE00014276,WBGENE00014279,WBGENE00014280,WBGENE00014281,WBGENE00014282,WBGENE00014283,WBGENE00014285,WBGENE00014286,WBGENE00014287,WBGENE00014291,WBGENE00014296,WBGENE00014298,WBGENE00014299,WBGENE00014302,WBGENE00014303,WBGENE00014304,WBGENE00014305,WBGENE00014313,WBGENE00014314,WBGENE00014315,WBGENE00014321,WBGENE00014322,WBGENE00014323,WBGENE00014327,WBGENE00014328,WBGENE00014331,WBGENE00014363,WBGENE00014369,WBGENE00014376,WBGENE00014377,WBGENE00014378,WBGENE00014574,WBGENE00015595,WBGENE00015607,WBGENE00015891,WBGENE00016077,WBGENE00016288,WBGENE00016541,WBGENE00016686,WBGENE00016777,WBGENE00017050,WBGENE00017133,WBGENE00017384,WBGENE00017413,WBGENE00017593,WBGENE00017633,WBGENE00017651,WBGENE00017743,WBGENE00018000,WBGENE00018021,WBGENE00018107,WBGENE00018134,WBGENE00018135,WBGENE00018178,WBGENE00018385,WBGENE00018434,WBGENE00018438,WBGENE00018443,WBGENE00018444,WBGENE00018445,WBGENE00018446,WBGENE00018649,WBGENE00018650,WBGENE00018808,WBGENE00019040,WBGENE00019086,WBGENE00019190,WBGENE00019406,WBGENE00019412,WBGENE00019413,WBGENE00019415,WBGENE00019416,WBGENE00019418,WBGENE00019419,WBGENE00019470,WBGENE00019613,WBGENE00019700,WBGENE00019702,WBGENE00019703,WBGENE00019814,WBGENE00020070,WBGENE00020071,WBGENE00020080,WBGENE00020354,WBGENE00020362,WBGENE00020386,WBGENE00020542,WBGENE00021174,WBGENE00021221,WBGENE00021987,WBGENE00022000,WBGENE00022477,WBGENE00022559,WBGENE00022707,WBGENE00022795,WBGENE00022888,WBGENE00022900,WBGENE00022901,WBGENE00022905,WBGENE00022906,WBGENE00022915,WBGENE00022917,WBGENE00022920,WBGENE00022923,WBGENE00022925,WBGENE00022927,WBGENE00022938,WBGENE00022942,WBGENE00022948,WBGENE00022949,WBGENE00022950,WBGENE00022952,WBGENE00022953,WBGENE00022954,WBGENE00022971,WBGENE00022972,WBGENE00022973,WBGENE00022975,WBGENE00022979,WBGENE00022980,WBGENE00022983,WBGENE00022984,WBGENE00022985,WBGENE00022986,WBGENE00022997,WBGENE00023005,WBGENE00023006,WBGENE00023015,WBGENE00023016,WBGENE00023022,WBGENE00023024,WBGENE00023025,WBGENE00023037,WBGENE00023040,WBGENE00023041,WBGENE00023042,WBGENE00023044,WBGENE00023045,WBGENE00023047,WBGENE00023049,WBGENE00023050,WBGENE00023051,WBGENE00023052,WBGENE00023061,WBGENE00023064,WBGENE00023070,WBGENE00023073,WBGENE00023074,WBGENE00023075,WBGENE00023076,WBGENE00023079,WBGENE00023081,WBGENE00023082,WBGENE00023085,WBGENE00023088,WBGENE00023089,WBGENE00023091,WBGENE00023095,WBGENE00023097,WBGENE00023098,WBGENE00023100,WBGENE00023110,WBGENE00023113,WBGENE00023115,WBGENE00023121,WBGENE00023127,WBGENE00023128,WBGENE00023129,WBGENE00023132,WBGENE00023133,WBGENE00023145,WBGENE00023146,WBGENE00023147,WBGENE00023149,WBGENE00023150,WBGENE00023152,WBGENE00023155,WBGENE00023156,WBGENE00023157,WBGENE00023158,WBGENE00023161,WBGENE00023171,WBGENE00023173,WBGENE00023178,WBGENE00023184,WBGENE00044164,WBGENE00044346,WBGENE00044734,WBGENE00045091,WBGENE00206478,WBGENE00235247"
